"filename","value","description","acronym","treatment"
"LD-LL_16_8_0zt-ch2.ANA",77236.39,"Duration of the longest E2","s_longestE2","LD"
"LD-LL_16_8_0zt-ch2.ANA",0,"Duration of np just after the probe of the first sustained E2","s_1npafter1sE2","LD"
"LD-LL_16_8_0zt-ch2.ANA",0,"Duration of np just after the probe of the first sustained E2 if it lasts until the end of the recording","s_1npafter1sE2followedbyend","LD"
"LD-LL_16_8_0zt-ch2.ANA",5.63,"% of probing spent in C","%probtimeinC","LD"
"LD-LL_16_8_0zt-ch2.ANA",1.13,"% of probing spent in E1","%probtimeinE1","LD"
"LD-LL_16_8_0zt-ch2.ANA",91.94,"% of probing spent in E2","%probtimeinE2","LD"
"LD-LL_16_8_0zt-ch2.ANA",0,"% of probing spent in F","%probtimeinF","LD"
"LD-LL_16_8_0zt-ch2.ANA",1.3,"% of probing spent in G","%probtimeinG","LD"
"LD-LL_16_8_0zt-ch2.ANA",33.33,"% E2>10 min","%sE2/E2","LD"
"LD-LL_16_8_0zt-ch3.ANA",658.22,"Time to 1st probe from start of EPG","t_1Pr","LD"
"LD-LL_16_8_0zt-ch3.ANA",2,"Number of probes to the 1st E1","n_Pr.1E1","LD"
"LD-LL_16_8_0zt-ch3.ANA",7,"Number of F","n_F","LD"
"LD-LL_16_8_0zt-ch3.ANA",1581.86,"Duration of 1st probe","s_1Pr","LD"
"LD-LL_16_8_0zt-ch3.ANA",3511.64,"Duration of 2nd probe","s_2Pr","LD"
"LD-LL_16_8_0zt-ch3.ANA",463.35,"Duration of the shortest C wave before E1","mnt_E1inPr","LD"
"LD-LL_16_8_0zt-ch3.ANA",383.64,"Duration of 2nd nonprobe period","s_2np","LD"
"LD-LL_16_8_0zt-ch3.ANA",1170.18,"Total duration of F","s_F","LD"
"LD-LL_16_8_0zt-ch3.ANA",1041.86,"Duration of nonprobe period before the first E","s_np.1E","LD"
"LD-LL_16_8_0zt-ch3.ANA",5.17,"Mean duration of pd","a_pd","LD"
"LD-LL_16_8_0zt-ch3.ANA",NA,"Mean duration of pd-L","a_pd-L","LD"
"LD-LL_16_8_0zt-ch3.ANA",5.17,"Mean duration of pd-S","a_pd-S","LD"
"LD-LL_16_8_0zt-ch3.ANA",6.83,"Average number of pd per probe","n_pd/n_Pr","LD"
"LD-LL_16_8_0zt-ch3.ANA",167.17,"Mean duration of F","a_F","LD"
"LD-LL_16_8_0zt-ch3.ANA",3087.07,"Time to 1st E from start of EPG (total duration of EPG recording if E is missing)","t_1Erec","LD"
"LD-LL_16_8_0zt-ch3.ANA",2428.85,"Time to 1st E from 1st probe (time from 1st probe to the end of EPG recording if E is missing)","t_1Eexp","LD"
"LD-LL_16_8_0zt-ch3.ANA",463.35,"Time to first E from the beginning of that probe (missing data if E is missing)","t_1EinPr","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of G","n_G","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Duration of G","s_G","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Mean duration of G","a_G","LD"
"LD-LL_16_8_0zt-ch3.ANA",4,"Number of probes after 1st E","n_Pr.after1E","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of probes (shorter than 3 minutes) after 1st E","n_bPr.after1E","LD"
"LD-LL_16_8_0zt-ch3.ANA",5,"Number of E1","n_E1","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of E1 (longer than 10 minutes) followed by E2","n_lE1followedbyE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",4,"Number of single E1","n_sgE1","LD"
"LD-LL_16_8_0zt-ch3.ANA",1,"Number of E2","n_E2","LD"
"LD-LL_16_8_0zt-ch3.ANA",1,"Number of sustained E2 (longer than 10 minutes)","n_sE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",612.53,"Duration of first E","d_1E","LD"
"LD-LL_16_8_0zt-ch3.ANA",4.09,"Contribution of E1 to phloem phase (%)","%_E1/E12","LD"
"LD-LL_16_8_0zt-ch3.ANA",78.29,"Duration of E1 followed by first sustained E2 (>10 min)","d_E1followedby1sE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",78.29,"Duration of E1 followed by the first E2","d_E1followedby1E2","LD"
"LD-LL_16_8_0zt-ch3.ANA",100,"Potential E2 index","E2index","LD"
"LD-LL_16_8_0zt-ch3.ANA",73274.77,"Total duration of E","s_E","LD"
"LD-LL_16_8_0zt-ch3.ANA",2993.4,"Total duration of E1","s_E1","LD"
"LD-LL_16_8_0zt-ch3.ANA",78.29,"Total duration of E1 followed by sustained E2 (>10 min)","s_E1followedbysE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",78.29,"Total duration of E1 followed by E2","s_E1followedbyE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",2915.11,"Total duration of single E1","s_sgE1","LD"
"LD-LL_16_8_0zt-ch3.ANA",70359.66,"Duration of E1 followed by E2 and E2","s_E12","LD"
"LD-LL_16_8_0zt-ch3.ANA",70281.37,"Total duration of E2","s_E2","LD"
"LD-LL_16_8_0zt-ch3.ANA",598.68,"Mean duration of E1","a_E1","LD"
"LD-LL_16_8_0zt-ch3.ANA",70281.37,"Mean duration of E2","a_E2","LD"
"LD-LL_16_8_0zt-ch3.ANA",6,"Number of probes","n_Pr","LD"
"LD-LL_16_8_0zt-ch3.ANA",17,"Number of C","n_C","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of short probes (<3 minutes)","n_bPr","LD"
"LD-LL_16_8_0zt-ch3.ANA",6,"Number of np","n_Np","LD"
"LD-LL_16_8_0zt-ch3.ANA",41,"Number of pd","n_pd","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of pd-L","n_pd-L","LD"
"LD-LL_16_8_0zt-ch3.ANA",41,"Number of pd-S","n_pd-S","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of E1e","n_E1e","LD"
"LD-LL_16_8_0zt-ch3.ANA",4202.27,"Total duration of C","s_C","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of E1e","s_E1e","LD"
"LD-LL_16_8_0zt-ch3.ANA",13125.23,"Total duration of no phloematic phase","s_nE","LD"
"LD-LL_16_8_0zt-ch3.ANA",7752.78,"Total duration of np","s_np","LD"
"LD-LL_16_8_0zt-ch3.ANA",211.92,"Total duration of pd","s_pd","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of pd-L","s_pd-L","LD"
"LD-LL_16_8_0zt-ch3.ANA",211.92,"Total duration of pd-S","s_pd-S","LD"
"LD-LL_16_8_0zt-ch3.ANA",78647.22,"Total probing time","s_Pr","LD"
"LD-LL_16_8_0zt-ch3.ANA",1292.13,"Mean duration of np","a_Np","LD"
"LD-LL_16_8_0zt-ch3.ANA",247.19,"Mean duration of C","a_C","LD"
"LD-LL_16_8_0zt-ch3.ANA",16118.63,"Time to first sustained E2 (longer than 10 minutes) from start of EPG","t_1sE2.rec","LD"
"LD-LL_16_8_0zt-ch3.ANA",15460.41,"Time to first sustained E2 (longer than 10 minutes) from the first probe","t_1sE2.exp","LD"
"LD-LL_16_8_0zt-ch3.ANA",1593.22,"Time to first sustained E2 (longer than 10 minutes) from that probe","t_1sE2inPr","LD"
"LD-LL_16_8_0zt-ch3.ANA",16118.63,"Time to first E2 from start of EPG","t_1E2.rec","LD"
"LD-LL_16_8_0zt-ch3.ANA",15460.41,"Time to first E2 from the first probe","t_1E2.exp","LD"
"LD-LL_16_8_0zt-ch3.ANA",1593.22,"Time to first E2 from that probe","t_1E2inPr","LD"
"LD-LL_16_8_0zt-ch3.ANA",1041.86,"Total duration of np during the first hour","s_Np.in1stH","LD"
"LD-LL_16_8_0zt-ch3.ANA",1064.64,"Total duration of np during the second hour","s_Np.in2ndH","LD"
"LD-LL_16_8_0zt-ch3.ANA",3600,"Total duration of np during the third hour","s_Np.in3rdH","LD"
"LD-LL_16_8_0zt-ch3.ANA",1954.45,"Total duration of np during the fourth hour","s_Np.in4thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",91.83,"Total duration of np during the fifth hour","s_Np.in5thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of np during the sixth hour","s_Np.in6thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",3,"Number of pd-S during the first hour","n_pd-S.in1stH","LD"
"LD-LL_16_8_0zt-ch3.ANA",7,"Number of pd-S during the second hour","n_pd-S.in2ndH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of pd-S during the third hour","n_pd-S.in3rdH","LD"
"LD-LL_16_8_0zt-ch3.ANA",23,"Number of pd-S during the fourth hour","n_pd-S.in4thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",8,"Number of pd-S during the fifth hour","n_pd-S.in5thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of pd-S during the sixth hour","n_pd-S.in6thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",4.79,"Average duration of pd-S during the first hour","s_pd-S.in1stH","LD"
"LD-LL_16_8_0zt-ch3.ANA",6.01,"Average duration of pd-S during the second hour","s_pd-S.in2ndH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Average duration of pd-S during the third hour","s_pd-S.in3ndH","LD"
"LD-LL_16_8_0zt-ch3.ANA",4.8,"Average duration of pd-S during the fourth hour","s_pd-S.in4thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",5.62,"Average duration of pd-S during the fifth hour","s_pd-S.in5thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Average duration of pd-S during the sixth hour","s_pd-S.in6thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",2,"Number of F during the first hour","n_F.in1stH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of F during the second hour","n_F.in2ndH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of F during the third hour","n_F.in3rdH","LD"
"LD-LL_16_8_0zt-ch3.ANA",4,"Number of F during the fourth hour","n_F.in4thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",1,"Number of F during the fifth hour","n_F.in5thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of F during the sixth hour","n_F.in6thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",1069.94,"Total duration of F during the first hour","s_F.in1stH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of F during the second hour","s_F.in2ndH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of F during the third hour","s_F.in3rdH","LD"
"LD-LL_16_8_0zt-ch3.ANA",83.47,"Total duration of F during the fourth hour","s_F.in4thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",16.77,"Total duration of F during the fifth hour","s_F.in5thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of F during the sixth hour","s_F.in6thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",2,"Number of probes during the first hour","n_Pr.in1stH","LD"
"LD-LL_16_8_0zt-ch3.ANA",1,"Number of probes during the second hour","n_Pr.in2ndH","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Number of probes during the third hour","n_Pr.in3rdH","LD"
"LD-LL_16_8_0zt-ch3.ANA",3,"Number of probes during the fourth hour","n_Pr.in4thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",2,"Number of probes during the fifth hour","n_Pr.in5thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",1,"Number of probes during the sixth hour","n_Pr.in6thH","LD"
"LD-LL_16_8_0zt-ch3.ANA",2247.27,"Time to first pd from the beginning of the first probe","t_1C.1pd","LD"
"LD-LL_16_8_0zt-ch3.ANA",70383.81,"Time from the end of the last pd to the end of the probe","t_endLpd.endC.in1Pr","LD"
"LD-LL_16_8_0zt-ch3.ANA",211.92,"Total duration of pd-II-1","s_pdII-1","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of pd-II-2","s_pdII-2","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Total duration of pd-II-3","s_pdII-3","LD"
"LD-LL_16_8_0zt-ch3.ANA",24.15,"Time from the end of the last pd to the beginning of the E1 followed by the sustained E2 (>10 min)","t_endLpd.E1followedbysE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",70383.81,"Time from the end of the last pd to the end of the EPG record (Z)","t_endLpd.Z","LD"
"LD-LL_16_8_0zt-ch3.ANA",70359.66,"Time from the beginning of the last E1 to the end of the EPG record (Z)","t_LE1.Z","LD"
"LD-LL_16_8_0zt-ch3.ANA",70281.37,"Time from the beginning of the last E2 to the end of the EPG record (Z)","t_LE2.Z","LD"
"LD-LL_16_8_0zt-ch3.ANA",70281.37,"Duration of the longest E2","s_longestE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Duration of np just after the probe of the first sustained E2","s_1npafter1sE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"Duration of np just after the probe of the first sustained E2 if it lasts until the end of the recording","s_1npafter1sE2followedbyend","LD"
"LD-LL_16_8_0zt-ch3.ANA",5.34,"% of probing spent in C","%probtimeinC","LD"
"LD-LL_16_8_0zt-ch3.ANA",3.81,"% of probing spent in E1","%probtimeinE1","LD"
"LD-LL_16_8_0zt-ch3.ANA",89.36,"% of probing spent in E2","%probtimeinE2","LD"
"LD-LL_16_8_0zt-ch3.ANA",1.49,"% of probing spent in F","%probtimeinF","LD"
"LD-LL_16_8_0zt-ch3.ANA",0,"% of probing spent in G","%probtimeinG","LD"
"LD-LL_16_8_0zt-ch3.ANA",100,"% E2>10 min","%sE2/E2","LD"
"LD-LL_16_8_0zt-ch4.ANA",2002.16,"Time to 1st probe from start of EPG","t_1Pr","LD"
"LD-LL_16_8_0zt-ch4.ANA",10,"Number of probes to the 1st E1","n_Pr.1E1","LD"
"LD-LL_16_8_0zt-ch4.ANA",1,"Number of F","n_F","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.97,"Duration of 1st probe","s_1Pr","LD"
"LD-LL_16_8_0zt-ch4.ANA",8.23,"Duration of 2nd probe","s_2Pr","LD"
"LD-LL_16_8_0zt-ch4.ANA",353.61,"Duration of the shortest C wave before E1","mnt_E1inPr","LD"
"LD-LL_16_8_0zt-ch4.ANA",1.73,"Duration of 2nd nonprobe period","s_2np","LD"
"LD-LL_16_8_0zt-ch4.ANA",85.31,"Total duration of F","s_F","LD"
"LD-LL_16_8_0zt-ch4.ANA",6483.97,"Duration of nonprobe period before the first E","s_np.1E","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.39,"Mean duration of pd","a_pd","LD"
"LD-LL_16_8_0zt-ch4.ANA",NA,"Mean duration of pd-L","a_pd-L","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.39,"Mean duration of pd-S","a_pd-S","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.9,"Average number of pd per probe","n_pd/n_Pr","LD"
"LD-LL_16_8_0zt-ch4.ANA",85.31,"Mean duration of F","a_F","LD"
"LD-LL_16_8_0zt-ch4.ANA",22730.27,"Time to 1st E from start of EPG (total duration of EPG recording if E is missing)","t_1Erec","LD"
"LD-LL_16_8_0zt-ch4.ANA",20728.11,"Time to 1st E from 1st probe (time from 1st probe to the end of EPG recording if E is missing)","t_1Eexp","LD"
"LD-LL_16_8_0zt-ch4.ANA",6817.4,"Time to first E from the beginning of that probe (missing data if E is missing)","t_1EinPr","LD"
"LD-LL_16_8_0zt-ch4.ANA",2,"Number of G","n_G","LD"
"LD-LL_16_8_0zt-ch4.ANA",7985.61,"Duration of G","s_G","LD"
"LD-LL_16_8_0zt-ch4.ANA",3992.8,"Mean duration of G","a_G","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of probes after 1st E","n_Pr.after1E","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of probes (shorter than 3 minutes) after 1st E","n_bPr.after1E","LD"
"LD-LL_16_8_0zt-ch4.ANA",1,"Number of E1","n_E1","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of E1 (longer than 10 minutes) followed by E2","n_lE1followedbyE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of single E1","n_sgE1","LD"
"LD-LL_16_8_0zt-ch4.ANA",1,"Number of E2","n_E2","LD"
"LD-LL_16_8_0zt-ch4.ANA",1,"Number of sustained E2 (longer than 10 minutes)","n_sE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",63669.73,"Duration of first E","d_1E","LD"
"LD-LL_16_8_0zt-ch4.ANA",0.13,"Contribution of E1 to phloem phase (%)","%_E1/E12","LD"
"LD-LL_16_8_0zt-ch4.ANA",81.85,"Duration of E1 followed by first sustained E2 (>10 min)","d_E1followedby1sE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",81.85,"Duration of E1 followed by the first E2","d_E1followedby1E2","LD"
"LD-LL_16_8_0zt-ch4.ANA",100,"Potential E2 index","E2index","LD"
"LD-LL_16_8_0zt-ch4.ANA",63669.73,"Total duration of E","s_E","LD"
"LD-LL_16_8_0zt-ch4.ANA",81.85,"Total duration of E1","s_E1","LD"
"LD-LL_16_8_0zt-ch4.ANA",81.85,"Total duration of E1 followed by sustained E2 (>10 min)","s_E1followedbysE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",81.85,"Total duration of E1 followed by E2","s_E1followedbyE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of single E1","s_sgE1","LD"
"LD-LL_16_8_0zt-ch4.ANA",63669.73,"Duration of E1 followed by E2 and E2","s_E12","LD"
"LD-LL_16_8_0zt-ch4.ANA",63587.88,"Total duration of E2","s_E2","LD"
"LD-LL_16_8_0zt-ch4.ANA",81.85,"Mean duration of E1","a_E1","LD"
"LD-LL_16_8_0zt-ch4.ANA",63587.88,"Mean duration of E2","a_E2","LD"
"LD-LL_16_8_0zt-ch4.ANA",10,"Number of probes","n_Pr","LD"
"LD-LL_16_8_0zt-ch4.ANA",13,"Number of C","n_C","LD"
"LD-LL_16_8_0zt-ch4.ANA",4,"Number of short probes (<3 minutes)","n_bPr","LD"
"LD-LL_16_8_0zt-ch4.ANA",10,"Number of np","n_Np","LD"
"LD-LL_16_8_0zt-ch4.ANA",59,"Number of pd","n_pd","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of pd-L","n_pd-L","LD"
"LD-LL_16_8_0zt-ch4.ANA",59,"Number of pd-S","n_pd-S","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of E1e","n_E1e","LD"
"LD-LL_16_8_0zt-ch4.ANA",8175.38,"Total duration of C","s_C","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of E1e","s_E1e","LD"
"LD-LL_16_8_0zt-ch4.ANA",22730.27,"Total duration of no phloematic phase","s_nE","LD"
"LD-LL_16_8_0zt-ch4.ANA",6483.97,"Total duration of np","s_np","LD"
"LD-LL_16_8_0zt-ch4.ANA",318.07,"Total duration of pd","s_pd","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of pd-L","s_pd-L","LD"
"LD-LL_16_8_0zt-ch4.ANA",318.07,"Total duration of pd-S","s_pd-S","LD"
"LD-LL_16_8_0zt-ch4.ANA",79916.03,"Total probing time","s_Pr","LD"
"LD-LL_16_8_0zt-ch4.ANA",648.4,"Mean duration of np","a_Np","LD"
"LD-LL_16_8_0zt-ch4.ANA",628.88,"Mean duration of C","a_C","LD"
"LD-LL_16_8_0zt-ch4.ANA",22812.12,"Time to first sustained E2 (longer than 10 minutes) from start of EPG","t_1sE2.rec","LD"
"LD-LL_16_8_0zt-ch4.ANA",20809.96,"Time to first sustained E2 (longer than 10 minutes) from the first probe","t_1sE2.exp","LD"
"LD-LL_16_8_0zt-ch4.ANA",6899.25,"Time to first sustained E2 (longer than 10 minutes) from that probe","t_1sE2inPr","LD"
"LD-LL_16_8_0zt-ch4.ANA",22812.12,"Time to first E2 from start of EPG","t_1E2.rec","LD"
"LD-LL_16_8_0zt-ch4.ANA",20809.96,"Time to first E2 from the first probe","t_1E2.exp","LD"
"LD-LL_16_8_0zt-ch4.ANA",6899.25,"Time to first E2 from that probe","t_1E2inPr","LD"
"LD-LL_16_8_0zt-ch4.ANA",3585.8,"Total duration of np during the first hour","s_Np.in1stH","LD"
"LD-LL_16_8_0zt-ch4.ANA",1900.65,"Total duration of np during the second hour","s_Np.in2ndH","LD"
"LD-LL_16_8_0zt-ch4.ANA",102.38,"Total duration of np during the third hour","s_Np.in3rdH","LD"
"LD-LL_16_8_0zt-ch4.ANA",204.14,"Total duration of np during the fourth hour","s_Np.in4thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",691,"Total duration of np during the fifth hour","s_Np.in5thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of np during the sixth hour","s_Np.in6thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of pd-S during the first hour","n_pd-S.in1stH","LD"
"LD-LL_16_8_0zt-ch4.ANA",8,"Number of pd-S during the second hour","n_pd-S.in2ndH","LD"
"LD-LL_16_8_0zt-ch4.ANA",6,"Number of pd-S during the third hour","n_pd-S.in3rdH","LD"
"LD-LL_16_8_0zt-ch4.ANA",22,"Number of pd-S during the fourth hour","n_pd-S.in4thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",23,"Number of pd-S during the fifth hour","n_pd-S.in5thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of pd-S during the sixth hour","n_pd-S.in6thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Average duration of pd-S during the first hour","s_pd-S.in1stH","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.74,"Average duration of pd-S during the second hour","s_pd-S.in2ndH","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.89,"Average duration of pd-S during the third hour","s_pd-S.in3ndH","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.18,"Average duration of pd-S during the fourth hour","s_pd-S.in4thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",5.34,"Average duration of pd-S during the fifth hour","s_pd-S.in5thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Average duration of pd-S during the sixth hour","s_pd-S.in6thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of F during the first hour","n_F.in1stH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of F during the second hour","n_F.in2ndH","LD"
"LD-LL_16_8_0zt-ch4.ANA",1,"Number of F during the third hour","n_F.in3rdH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of F during the fourth hour","n_F.in4thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of F during the fifth hour","n_F.in5thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Number of F during the sixth hour","n_F.in6thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of F during the first hour","s_F.in1stH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of F during the second hour","s_F.in2ndH","LD"
"LD-LL_16_8_0zt-ch4.ANA",85.31,"Total duration of F during the third hour","s_F.in3rdH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of F during the fourth hour","s_F.in4thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of F during the fifth hour","s_F.in5thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of F during the sixth hour","s_F.in6thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",2,"Number of probes during the first hour","n_Pr.in1stH","LD"
"LD-LL_16_8_0zt-ch4.ANA",2,"Number of probes during the second hour","n_Pr.in2ndH","LD"
"LD-LL_16_8_0zt-ch4.ANA",2,"Number of probes during the third hour","n_Pr.in3rdH","LD"
"LD-LL_16_8_0zt-ch4.ANA",4,"Number of probes during the fourth hour","n_Pr.in4thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",3,"Number of probes during the fifth hour","n_Pr.in5thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",1,"Number of probes during the sixth hour","n_Pr.in6thH","LD"
"LD-LL_16_8_0zt-ch4.ANA",3651.39,"Time to first pd from the beginning of the first probe","t_1C.1pd","LD"
"LD-LL_16_8_0zt-ch4.ANA",68754.03,"Time from the end of the last pd to the end of the probe","t_endLpd.endC.in1Pr","LD"
"LD-LL_16_8_0zt-ch4.ANA",318.07,"Total duration of pd-II-1","s_pdII-1","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of pd-II-2","s_pdII-2","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Total duration of pd-II-3","s_pdII-3","LD"
"LD-LL_16_8_0zt-ch4.ANA",5084.3,"Time from the end of the last pd to the beginning of the E1 followed by the sustained E2 (>10 min)","t_endLpd.E1followedbysE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",68754.03,"Time from the end of the last pd to the end of the EPG record (Z)","t_endLpd.Z","LD"
"LD-LL_16_8_0zt-ch4.ANA",63669.73,"Time from the beginning of the last E1 to the end of the EPG record (Z)","t_LE1.Z","LD"
"LD-LL_16_8_0zt-ch4.ANA",63587.88,"Time from the beginning of the last E2 to the end of the EPG record (Z)","t_LE2.Z","LD"
"LD-LL_16_8_0zt-ch4.ANA",63587.88,"Duration of the longest E2","s_longestE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Duration of np just after the probe of the first sustained E2","s_1npafter1sE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",0,"Duration of np just after the probe of the first sustained E2 if it lasts until the end of the recording","s_1npafter1sE2followedbyend","LD"
"LD-LL_16_8_0zt-ch4.ANA",10.23,"% of probing spent in C","%probtimeinC","LD"
"LD-LL_16_8_0zt-ch4.ANA",0.1,"% of probing spent in E1","%probtimeinE1","LD"
"LD-LL_16_8_0zt-ch4.ANA",79.57,"% of probing spent in E2","%probtimeinE2","LD"
"LD-LL_16_8_0zt-ch4.ANA",0.11,"% of probing spent in F","%probtimeinF","LD"
"LD-LL_16_8_0zt-ch4.ANA",9.99,"% of probing spent in G","%probtimeinG","LD"
"LD-LL_16_8_0zt-ch4.ANA",100,"% E2>10 min","%sE2/E2","LD"
"LD-LL_16_8_0zt-ch5.ANA",171.64,"Time to 1st probe from start of EPG","t_1Pr","LL"
"LD-LL_16_8_0zt-ch5.ANA",3,"Number of probes to the 1st E1","n_Pr.1E1","LL"
"LD-LL_16_8_0zt-ch5.ANA",0,"Number of F","n_F","LL"
"LD-LL_16_8_0zt-ch5.ANA",10577.2,"Duration of 1st probe","s_1Pr","LL"
"LD-LL_16_8_0zt-ch5.ANA",127.94,"Duration of 2nd probe","s_2Pr","LL"
"LD-LL_16_8_0zt-ch5.ANA",979.76,"Duration of the shortest C wave before E1","mnt_E1inPr","LL"
"LD-LL_16_8_0zt-ch5.ANA",54.06,"Duration of 2nd nonprobe period","s_2np","LL"
"LD-LL_16_8_0zt-ch5.ANA",0,"Total duration of F","s_F","LL"
"LD-LL_16_8_0zt-ch5.ANA",560.53,"Duration of nonprobe period before the first E","s_np.1E","LL"
"LD-LL_16_8_0zt-ch5.ANA",5.26,"Mean duration of pd","a_pd","LL"
"LD-LL_16_8_0zt-ch5.ANA",NA,"Mean duration of pd-L","a_pd-L","LL"
"LD-LL_16_8_0zt-ch5.ANA",5.26,"Mean duration of pd-S","a_pd-S","LL"
"LD-LL_16_8_0zt-ch5.ANA",7.5,"Average number of pd per probe","n_pd/n_Pr","LL"
"LD-LL_16_8_0zt-ch5.ANA",0,"Mean duration of F","a_F","LL"
"LD-LL_16_8_0zt-ch5.ANA",12245.43,"Time to 1st E from start of EPG (total duration of EPG recording if E is missing)","t_1Erec","LL"
"LD-LL_16_8_0zt-ch5.ANA",12073.79,"Time to 1st E from 1st probe (time from 1st probe to the end of EPG recording if E is missing)","t_1Eexp","LL"
