"filename","value","description","acronym","treatment"
"LL_0zt_7_27_2023-ch4_.ANA",877.23,"Time to 1st probe from start of EPG","t_1Pr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Number of probes to the 1st E1","n_Pr.1E1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",4,"Number of F","n_F","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",9343.99,"Duration of 1st probe","s_1Pr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",4.93,"Duration of 2nd probe","s_2Pr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",619.33,"Duration of the shortest C wave before E1","mnt_E1inPr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",180.43,"Duration of 2nd nonprobe period","s_2np","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",207.75,"Total duration of F","s_F","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",877.23,"Duration of nonprobe period before the first E","s_np.1E","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",5.06,"Mean duration of pd","a_pd","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",NA,"Mean duration of pd-L","a_pd-L","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",5.06,"Mean duration of pd-S","a_pd-S","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",6.38,"Average number of pd per probe","n_pd/n_Pr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",51.94,"Mean duration of F","a_F","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1496.56,"Time to 1st E from start of EPG (total duration of EPG recording if E is missing)","t_1Erec","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",619.33,"Time to 1st E from 1st probe (time from 1st probe to the end of EPG recording if E is missing)","t_1Eexp","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",619.33,"Time to first E from the beginning of that probe (missing data if E is missing)","t_1EinPr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of G","n_G","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Duration of G","s_G","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Mean duration of G","a_G","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",7,"Number of probes after 1st E","n_Pr.after1E","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",4,"Number of probes (shorter than 3 minutes) after 1st E","n_bPr.after1E","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",7,"Number of E1","n_E1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of E1 (longer than 10 minutes) followed by E2","n_lE1followedbyE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Number of single E1","n_sgE1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",6,"Number of E2","n_E2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",2,"Number of sustained E2 (longer than 10 minutes)","n_sE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",448.47,"Duration of first E","d_1E","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Contribution of E1 to phloem phase (%)","%_E1/E12","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",28.38,"Duration of E1 followed by first sustained E2 (>10 min)","d_E1followedby1sE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",35.38,"Duration of E1 followed by the first E2","d_E1followedby1E2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",84.38,"Potential E2 index","E2index","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",23241.09,"Total duration of E","s_E","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",231.27,"Total duration of E1","s_E1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",86.83,"Total duration of E1 followed by sustained E2 (>10 min)","s_E1followedbysE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",216.96,"Total duration of E1 followed by E2","s_E1followedbyE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",14.31,"Total duration of single E1","s_sgE1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",23226.78,"Duration of E1 followed by E2 and E2","s_E12","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",23009.82,"Total duration of E2","s_E2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",33.04,"Mean duration of E1","a_E1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",3834.97,"Mean duration of E2","a_E2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",8,"Number of probes","n_Pr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",18,"Number of C","n_C","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",4,"Number of short probes (<3 minutes)","n_bPr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",8,"Number of np","n_Np","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",51,"Number of pd","n_pd","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of pd-L","n_pd-L","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",51,"Number of pd-S","n_pd-S","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of E1e","n_E1e","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",3642.01,"Total duration of C","s_C","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of E1e","s_E1e","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",5558.91,"Total duration of no phloematic phase","s_nE","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1709.15,"Total duration of np","s_np","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",258.08,"Total duration of pd","s_pd","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of pd-L","s_pd-L","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",258.08,"Total duration of pd-S","s_pd-S","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",27090.85,"Total probing time","s_Pr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",213.64,"Mean duration of np","a_Np","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",202.33,"Mean duration of C","a_C","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",2582.64,"Time to first sustained E2 (longer than 10 minutes) from start of EPG","t_1sE2.rec","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1705.41,"Time to first sustained E2 (longer than 10 minutes) from the first probe","t_1sE2.exp","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1705.41,"Time to first sustained E2 (longer than 10 minutes) from that probe","t_1sE2inPr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1531.94,"Time to first E2 from start of EPG","t_1E2.rec","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",654.71,"Time to first E2 from the first probe","t_1E2.exp","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",654.71,"Time to first E2 from that probe","t_1E2inPr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",877.23,"Total duration of np during the first hour","s_Np.in1stH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of np during the second hour","s_Np.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",183.91,"Total duration of np during the third hour","s_Np.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",648.01,"Total duration of np during the fourth hour","s_Np.in4thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of np during the fifth hour","s_Np.in5thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of np during the sixth hour","s_Np.in6thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",12,"Number of pd-S during the first hour","n_pd-S.in1stH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of pd-S during the second hour","n_pd-S.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",13,"Number of pd-S during the third hour","n_pd-S.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",26,"Number of pd-S during the fourth hour","n_pd-S.in4thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of pd-S during the fifth hour","n_pd-S.in5thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of pd-S during the sixth hour","n_pd-S.in6thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",5.15,"Average duration of pd-S during the first hour","s_pd-S.in1stH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Average duration of pd-S during the second hour","s_pd-S.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",4.55,"Average duration of pd-S during the third hour","s_pd-S.in3ndH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",5.27,"Average duration of pd-S during the fourth hour","s_pd-S.in4thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Average duration of pd-S during the fifth hour","s_pd-S.in5thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Average duration of pd-S during the sixth hour","s_pd-S.in6thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of F during the first hour","n_F.in1stH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of F during the second hour","n_F.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",3,"Number of F during the third hour","n_F.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Number of F during the fourth hour","n_F.in4thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of F during the fifth hour","n_F.in5thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Number of F during the sixth hour","n_F.in6thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of F during the first hour","s_F.in1stH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of F during the second hour","s_F.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",188.25,"Total duration of F during the third hour","s_F.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",19.5,"Total duration of F during the fourth hour","s_F.in4thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of F during the fifth hour","s_F.in5thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of F during the sixth hour","s_F.in6thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Number of probes during the first hour","n_Pr.in1stH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Number of probes during the second hour","n_Pr.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",3,"Number of probes during the third hour","n_Pr.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",6,"Number of probes during the fourth hour","n_Pr.in4thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Number of probes during the fifth hour","n_Pr.in5thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",1,"Number of probes during the sixth hour","n_Pr.in6thH","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",64.61,"Time to first pd from the beginning of the first probe","t_1C.1pd","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",15693.75,"Time from the end of the last pd to the end of the probe","t_endLpd.endC.in1Pr","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",258.08,"Total duration of pd-II-1","s_pdII-1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of pd-II-2","s_pdII-2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Total duration of pd-II-3","s_pdII-3","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",29.31,"Time from the end of the last pd to the beginning of the E1 followed by the sustained E2 (>10 min)","t_endLpd.E1followedbysE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",15693.75,"Time from the end of the last pd to the end of the EPG record (Z)","t_endLpd.Z","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",15664.44,"Time from the beginning of the last E1 to the end of the EPG record (Z)","t_LE1.Z","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",15605.99,"Time from the beginning of the last E2 to the end of the EPG record (Z)","t_LE2.Z","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",15605.99,"Duration of the longest E2","s_longestE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",3.48,"Duration of np just after the probe of the first sustained E2","s_1npafter1sE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"Duration of np just after the probe of the first sustained E2 if it lasts until the end of the recording","s_1npafter1sE2followedbyend","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",13.44,"% of probing spent in C","%probtimeinC","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0.85,"% of probing spent in E1","%probtimeinE1","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",84.94,"% of probing spent in E2","%probtimeinE2","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0.77,"% of probing spent in F","%probtimeinF","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",0,"% of probing spent in G","%probtimeinG","ZT0"
"LL_0zt_7_27_2023-ch4_.ANA",33.33,"% E2>10 min","%sE2/E2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",433.72,"Time to 1st probe from start of EPG","t_1Pr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",34,"Number of probes to the 1st E1","n_Pr.1E1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",7,"Number of F","n_F","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",42.12,"Duration of 1st probe","s_1Pr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",10.73,"Duration of 2nd probe","s_2Pr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1083.48,"Duration of the shortest C wave before E1","mnt_E1inPr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",107.67,"Duration of 2nd nonprobe period","s_2np","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4277.26,"Total duration of F","s_F","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",6949.23,"Duration of nonprobe period before the first E","s_np.1E","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4.5,"Mean duration of pd","a_pd","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",NA,"Mean duration of pd-L","a_pd-L","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4.5,"Mean duration of pd-S","a_pd-S","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1,"Average number of pd per probe","n_pd/n_Pr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",611.04,"Mean duration of F","a_F","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",15578.3,"Time to 1st E from start of EPG (total duration of EPG recording if E is missing)","t_1Erec","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",15144.58,"Time to 1st E from 1st probe (time from 1st probe to the end of EPG recording if E is missing)","t_1Eexp","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1083.48,"Time to first E from the beginning of that probe (missing data if E is missing)","t_1EinPr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of G","n_G","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Duration of G","s_G","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Mean duration of G","a_G","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",2,"Number of probes after 1st E","n_Pr.after1E","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",2,"Number of probes (shorter than 3 minutes) after 1st E","n_bPr.after1E","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1,"Number of E1","n_E1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of E1 (longer than 10 minutes) followed by E2","n_lE1followedbyE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of single E1","n_sgE1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1,"Number of E2","n_E2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1,"Number of sustained E2 (longer than 10 minutes)","n_sE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5320.73,"Duration of first E","d_1E","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0.99,"Contribution of E1 to phloem phase (%)","%_E1/E12","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",52.81,"Duration of E1 followed by first sustained E2 (>10 min)","d_E1followedby1sE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",52.81,"Duration of E1 followed by the first E2","d_E1followedby1E2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",40,"Potential E2 index","E2index","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5320.73,"Total duration of E","s_E","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",52.81,"Total duration of E1","s_E1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",52.81,"Total duration of E1 followed by sustained E2 (>10 min)","s_E1followedbysE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",52.81,"Total duration of E1 followed by E2","s_E1followedbyE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of single E1","s_sgE1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5320.73,"Duration of E1 followed by E2 and E2","s_E12","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5267.92,"Total duration of E2","s_E2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",52.81,"Mean duration of E1","a_E1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5267.92,"Mean duration of E2","a_E2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",36,"Number of probes","n_Pr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",43,"Number of C","n_C","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",27,"Number of short probes (<3 minutes)","n_bPr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",36,"Number of np","n_Np","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",36,"Number of pd","n_pd","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of pd-L","n_pd-L","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",36,"Number of pd-S","n_pd-S","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of E1e","n_E1e","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4365.04,"Total duration of C","s_C","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of E1e","s_E1e","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",23479.27,"Total duration of no phloematic phase","s_nE","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",14836.97,"Total duration of np","s_np","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",162.18,"Total duration of pd","s_pd","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of pd-L","s_pd-L","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",162.18,"Total duration of pd-S","s_pd-S","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",13963.03,"Total probing time","s_Pr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",412.14,"Mean duration of np","a_Np","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",101.51,"Mean duration of C","a_C","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",15631.11,"Time to first sustained E2 (longer than 10 minutes) from start of EPG","t_1sE2.rec","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",15197.39,"Time to first sustained E2 (longer than 10 minutes) from the first probe","t_1sE2.exp","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1136.29,"Time to first sustained E2 (longer than 10 minutes) from that probe","t_1sE2inPr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",15631.11,"Time to first E2 from start of EPG","t_1E2.rec","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",15197.39,"Time to first E2 from the first probe","t_1E2.exp","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1136.29,"Time to first E2 from that probe","t_1E2inPr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",851.79,"Total duration of np during the first hour","s_Np.in1stH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1024.94,"Total duration of np during the second hour","s_Np.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",2496.54,"Total duration of np during the third hour","s_Np.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",2481.14,"Total duration of np during the fourth hour","s_Np.in4thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",94.82,"Total duration of np during the fifth hour","s_Np.in5thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",687.74,"Total duration of np during the sixth hour","s_Np.in6thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1,"Number of pd-S during the first hour","n_pd-S.in1stH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",6,"Number of pd-S during the second hour","n_pd-S.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",9,"Number of pd-S during the third hour","n_pd-S.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",7,"Number of pd-S during the fourth hour","n_pd-S.in4thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",13,"Number of pd-S during the fifth hour","n_pd-S.in5thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of pd-S during the sixth hour","n_pd-S.in6thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5.25,"Average duration of pd-S during the first hour","s_pd-S.in1stH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4.2,"Average duration of pd-S during the second hour","s_pd-S.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4.76,"Average duration of pd-S during the third hour","s_pd-S.in3ndH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",3.83,"Average duration of pd-S during the fourth hour","s_pd-S.in4thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4.78,"Average duration of pd-S during the fifth hour","s_pd-S.in5thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Average duration of pd-S during the sixth hour","s_pd-S.in6thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",2,"Number of F during the first hour","n_F.in1stH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5,"Number of F during the second hour","n_F.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of F during the third hour","n_F.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of F during the fourth hour","n_F.in4thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of F during the fifth hour","n_F.in5thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Number of F during the sixth hour","n_F.in6thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",2509.54,"Total duration of F during the first hour","s_F.in1stH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1767.72,"Total duration of F during the second hour","s_F.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of F during the third hour","s_F.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of F during the fourth hour","s_F.in4thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of F during the fifth hour","s_F.in5thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of F during the sixth hour","s_F.in6thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4,"Number of probes during the first hour","n_Pr.in1stH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",10,"Number of probes during the second hour","n_Pr.in2ndH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",16,"Number of probes during the third hour","n_Pr.in3rdH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",4,"Number of probes during the fourth hour","n_Pr.in4thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",1,"Number of probes during the fifth hour","n_Pr.in5thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",2,"Number of probes during the sixth hour","n_Pr.in6thH","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",34.56,"Time to first pd from the beginning of the first probe","t_1C.1pd","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",Inf,"Time from the end of the last pd to the end of the probe","t_endLpd.endC.in1Pr","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",162.18,"Total duration of pd-II-1","s_pdII-1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of pd-II-2","s_pdII-2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"Total duration of pd-II-3","s_pdII-3","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",23.66,"Time from the end of the last pd to the beginning of the E1 followed by the sustained E2 (>10 min)","t_endLpd.E1followedbysE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",13245.36,"Time from the end of the last pd to the end of the EPG record (Z)","t_endLpd.Z","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",13221.7,"Time from the beginning of the last E1 to the end of the EPG record (Z)","t_LE1.Z","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",13168.89,"Time from the beginning of the last E2 to the end of the EPG record (Z)","t_LE2.Z","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",5267.92,"Duration of the longest E2","s_longestE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",170.29,"Duration of np just after the probe of the first sustained E2","s_1npafter1sE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",170.29,"Duration of np just after the probe of the first sustained E2 if it lasts until the end of the recording","s_1npafter1sE2followedbyend","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",31.26,"% of probing spent in C","%probtimeinC","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0.38,"% of probing spent in E1","%probtimeinE1","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",37.73,"% of probing spent in E2","%probtimeinE2","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",30.63,"% of probing spent in F","%probtimeinF","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",0,"% of probing spent in G","%probtimeinG","ZT0"
"LL_0zt_7_27_2023-ch7_.ANA",100,"% E2>10 min","%sE2/E2","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",138.05,"Time to 1st probe from start of EPG","t_1Pr","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",5,"Number of probes to the 1st E1","n_Pr.1E1","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",6,"Number of F","n_F","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",203.52,"Duration of 1st probe","s_1Pr","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",352.85,"Duration of 2nd probe","s_2Pr","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",894.47,"Duration of the shortest C wave before E1","mnt_E1inPr","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",59.24,"Duration of 2nd nonprobe period","s_2np","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",1607.07,"Total duration of F","s_F","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",425.35,"Duration of nonprobe period before the first E","s_np.1E","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",4,"Mean duration of pd","a_pd","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",NA,"Mean duration of pd-L","a_pd-L","ZT0"
"LL_0zt_7_28_2023-ch1_.ANA",4,"Mean duration of pd-S","a_pd-S","ZT0"
