"filename","value","description","acronym","treatment"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of F during the first hour","s_F.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of F during the second hour","s_F.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of F during the third hour","s_F.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of F during the fourth hour","s_F.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of F during the fifth hour","s_F.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of F during the sixth hour","s_F.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",3,"Number of probes during the first hour","n_Pr.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",4,"Number of probes during the second hour","n_Pr.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",3,"Number of probes during the third hour","n_Pr.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",3,"Number of probes during the fourth hour","n_Pr.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",4,"Number of probes during the fifth hour","n_Pr.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",2,"Number of probes during the sixth hour","n_Pr.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",33.74,"Time to first pd from the beginning of the first probe","t_1C.1pd","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",3784.98,"Time from the end of the last pd to the end of the probe","t_endLpd.endC.in1Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",911.97,"Total duration of pd-II-1","s_pdII-1","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of pd-II-2","s_pdII-2","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Total duration of pd-II-3","s_pdII-3","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",25.1,"Time from the end of the last pd to the beginning of the E1 followed by the sustained E2 (>10 min)","t_endLpd.E1followedbysE2","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",3784.98,"Time from the end of the last pd to the end of the EPG record (Z)","t_endLpd.Z","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",3759.88,"Time from the beginning of the last E1 to the end of the EPG record (Z)","t_LE1.Z","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",2261.35,"Time from the beginning of the last E2 to the end of the EPG record (Z)","t_LE2.Z","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",2261.35,"Duration of the longest E2","s_longestE2","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",10.4,"Duration of np just after the probe of the first sustained E2","s_1npafter1sE2","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"Duration of np just after the probe of the first sustained E2 if it lasts until the end of the recording","s_1npafter1sE2followedbyend","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",48.68,"% of probing spent in C","%probtimeinC","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",24.07,"% of probing spent in E1","%probtimeinE1","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",23.27,"% of probing spent in E2","%probtimeinE2","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",0,"% of probing spent in F","%probtimeinF","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",3.98,"% of probing spent in G","%probtimeinG","ZT0"
"LL_8h_0zt_2023_3_12-ch2_.ANA",25,"% E2>10 min","%sE2/E2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",197.17,"Time to 1st probe from start of EPG","t_1Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",4,"Number of probes to the 1st E1","n_Pr.1E1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",8,"Number of F","n_F","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2.68,"Duration of 1st probe","s_1Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2910.56,"Duration of 2nd probe","s_2Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",435.33,"Duration of the shortest C wave before E1","mnt_E1inPr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",26.32,"Duration of 2nd nonprobe period","s_2np","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",9003.63,"Total duration of F","s_F","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",411.52,"Duration of nonprobe period before the first E","s_np.1E","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",4.32,"Mean duration of pd","a_pd","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",NA,"Mean duration of pd-L","a_pd-L","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",4.32,"Mean duration of pd-S","a_pd-S","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7,"Average number of pd per probe","n_pd/n_Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",1125.45,"Mean duration of F","a_F","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7442.65,"Time to 1st E from start of EPG (total duration of EPG recording if E is missing)","t_1Erec","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7245.48,"Time to 1st E from 1st probe (time from 1st probe to the end of EPG recording if E is missing)","t_1Eexp","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",435.33,"Time to first E from the beginning of that probe (missing data if E is missing)","t_1EinPr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Number of G","n_G","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Duration of G","s_G","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Mean duration of G","a_G","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",9,"Number of probes after 1st E","n_Pr.after1E","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2,"Number of probes (shorter than 3 minutes) after 1st E","n_bPr.after1E","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",10,"Number of E1","n_E1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Number of E1 (longer than 10 minutes) followed by E2","n_lE1followedbyE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",5,"Number of single E1","n_sgE1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",5,"Number of E2","n_E2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2,"Number of sustained E2 (longer than 10 minutes)","n_sE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",145.17,"Duration of first E","d_1E","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",9.86,"Contribution of E1 to phloem phase (%)","%_E1/E12","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",22.62,"Duration of E1 followed by first sustained E2 (>10 min)","d_E1followedby1sE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",28.76,"Duration of E1 followed by the first E2","d_E1followedby1E2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",38.9,"Potential E2 index","E2index","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",9205.36,"Total duration of E","s_E","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",907.57,"Total duration of E1","s_E1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",58.45,"Total duration of E1 followed by sustained E2 (>10 min)","s_E1followedbysE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",441.44,"Total duration of E1 followed by E2","s_E1followedbyE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",466.13,"Total duration of single E1","s_sgE1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",8739.23,"Duration of E1 followed by E2 and E2","s_E12","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",8297.79,"Total duration of E2","s_E2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",90.76,"Mean duration of E1","a_E1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",1659.56,"Mean duration of E2","a_E2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",13,"Number of probes","n_Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",30,"Number of C","n_C","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3,"Number of short probes (<3 minutes)","n_bPr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",13,"Number of np","n_Np","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",91,"Number of pd","n_pd","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Number of pd-L","n_pd-L","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",91,"Number of pd-S","n_pd-S","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Number of E1e","n_E1e","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",9062.3,"Total duration of C","s_C","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Total duration of E1e","s_E1e","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",19594.64,"Total duration of no phloematic phase","s_nE","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",1528.71,"Total duration of np","s_np","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",393.56,"Total duration of pd","s_pd","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Total duration of pd-L","s_pd-L","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",393.56,"Total duration of pd-S","s_pd-S","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",27271.29,"Total probing time","s_Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",117.59,"Mean duration of np","a_Np","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",302.08,"Mean duration of C","a_C","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7770.3,"Time to first sustained E2 (longer than 10 minutes) from start of EPG","t_1sE2.rec","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7573.13,"Time to first sustained E2 (longer than 10 minutes) from the first probe","t_1sE2.exp","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",762.98,"Time to first sustained E2 (longer than 10 minutes) from that probe","t_1sE2inPr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7471.41,"Time to first E2 from start of EPG","t_1E2.rec","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7274.24,"Time to first E2 from the first probe","t_1E2.exp","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",464.09,"Time to first E2 from that probe","t_1E2inPr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",364.5,"Total duration of np during the first hour","s_Np.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",47.02,"Total duration of np during the second hour","s_Np.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",119.93,"Total duration of np during the third hour","s_Np.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",152.12,"Total duration of np during the fourth hour","s_Np.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Total duration of np during the fifth hour","s_Np.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",845.14,"Total duration of np during the sixth hour","s_Np.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",4,"Number of pd-S during the first hour","n_pd-S.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3,"Number of pd-S during the second hour","n_pd-S.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",24,"Number of pd-S during the third hour","n_pd-S.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",25,"Number of pd-S during the fourth hour","n_pd-S.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",11,"Number of pd-S during the fifth hour","n_pd-S.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",24,"Number of pd-S during the sixth hour","n_pd-S.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3.39,"Average duration of pd-S during the first hour","s_pd-S.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3.09,"Average duration of pd-S during the second hour","s_pd-S.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",4.12,"Average duration of pd-S during the third hour","s_pd-S.in3ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",4.39,"Average duration of pd-S during the fourth hour","s_pd-S.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",5.51,"Average duration of pd-S during the fifth hour","s_pd-S.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",4.24,"Average duration of pd-S during the sixth hour","s_pd-S.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3,"Number of F during the first hour","n_F.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Number of F during the second hour","n_F.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2,"Number of F during the third hour","n_F.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Number of F during the fourth hour","n_F.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",1,"Number of F during the fifth hour","n_F.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2,"Number of F during the sixth hour","n_F.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2721.09,"Total duration of F during the first hour","s_F.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3278.24,"Total duration of F during the second hour","s_F.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",654.2,"Total duration of F during the third hour","s_F.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Total duration of F during the fourth hour","s_F.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",1984.37,"Total duration of F during the fifth hour","s_F.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",365.73,"Total duration of F during the sixth hour","s_F.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3,"Number of probes during the first hour","n_Pr.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2,"Number of probes during the second hour","n_Pr.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2,"Number of probes during the third hour","n_Pr.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3,"Number of probes during the fourth hour","n_Pr.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",1,"Number of probes during the fifth hour","n_Pr.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7,"Number of probes during the sixth hour","n_Pr.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",2685.97,"Time to first pd from the beginning of the first probe","t_1C.1pd","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7512.82,"Time from the end of the last pd to the end of the probe","t_endLpd.endC.in1Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",393.56,"Total duration of pd-II-1","s_pdII-1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Total duration of pd-II-2","s_pdII-2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Total duration of pd-II-3","s_pdII-3","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",30.99,"Time from the end of the last pd to the beginning of the E1 followed by the sustained E2 (>10 min)","t_endLpd.E1followedbysE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7512.82,"Time from the end of the last pd to the end of the EPG record (Z)","t_endLpd.Z","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7481.83,"Time from the beginning of the last E1 to the end of the EPG record (Z)","t_LE1.Z","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7446,"Time from the beginning of the last E2 to the end of the EPG record (Z)","t_LE2.Z","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",7446,"Duration of the longest E2","s_longestE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",15.91,"Duration of np just after the probe of the first sustained E2","s_1npafter1sE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"Duration of np just after the probe of the first sustained E2 if it lasts until the end of the recording","s_1npafter1sE2followedbyend","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",33.23,"% of probing spent in C","%probtimeinC","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",3.33,"% of probing spent in E1","%probtimeinE1","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",30.43,"% of probing spent in E2","%probtimeinE2","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",33.02,"% of probing spent in F","%probtimeinF","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",0,"% of probing spent in G","%probtimeinG","ZT0"
"LL_8h_0zt_2023_3_12-ch7_.ANA",40,"% E2>10 min","%sE2/E2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",174.32,"Time to 1st probe from start of EPG","t_1Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",5,"Number of probes to the 1st E1","n_Pr.1E1","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of F","n_F","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",25.24,"Duration of 1st probe","s_1Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",10.54,"Duration of 2nd probe","s_2Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",619.04,"Duration of the shortest C wave before E1","mnt_E1inPr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",11.73,"Duration of 2nd nonprobe period","s_2np","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of F","s_F","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",289.51,"Duration of nonprobe period before the first E","s_np.1E","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",3.77,"Mean duration of pd","a_pd","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",NA,"Mean duration of pd-L","a_pd-L","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",3.77,"Mean duration of pd-S","a_pd-S","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",2.8,"Average number of pd per probe","n_pd/n_Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Mean duration of F","a_F","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1543.16,"Time to 1st E from start of EPG (total duration of EPG recording if E is missing)","t_1Erec","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1368.84,"Time to 1st E from 1st probe (time from 1st probe to the end of EPG recording if E is missing)","t_1Eexp","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",619.04,"Time to first E from the beginning of that probe (missing data if E is missing)","t_1EinPr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of G","n_G","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Duration of G","s_G","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Mean duration of G","a_G","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of probes after 1st E","n_Pr.after1E","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of probes (shorter than 3 minutes) after 1st E","n_bPr.after1E","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1,"Number of E1","n_E1","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of E1 (longer than 10 minutes) followed by E2","n_lE1followedbyE2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of single E1","n_sgE1","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1,"Number of E2","n_E2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1,"Number of sustained E2 (longer than 10 minutes)","n_sE2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",27256.84,"Duration of first E","d_1E","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0.36,"Contribution of E1 to phloem phase (%)","%_E1/E12","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",99.08,"Duration of E1 followed by first sustained E2 (>10 min)","d_E1followedby1sE2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",99.08,"Duration of E1 followed by the first E2","d_E1followedby1E2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",100,"Potential E2 index","E2index","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",27256.84,"Total duration of E","s_E","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",99.08,"Total duration of E1","s_E1","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",99.08,"Total duration of E1 followed by sustained E2 (>10 min)","s_E1followedbysE2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",99.08,"Total duration of E1 followed by E2","s_E1followedbyE2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of single E1","s_sgE1","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",27256.84,"Duration of E1 followed by E2 and E2","s_E12","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",27157.76,"Total duration of E2","s_E2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",99.08,"Mean duration of E1","a_E1","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",27157.76,"Mean duration of E2","a_E2","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",5,"Number of probes","n_Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",5,"Number of C","n_C","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",2,"Number of short probes (<3 minutes)","n_bPr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",5,"Number of np","n_Np","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",14,"Number of pd","n_pd","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of pd-L","n_pd-L","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",14,"Number of pd-S","n_pd-S","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of E1e","n_E1e","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1253.65,"Total duration of C","s_C","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of E1e","s_E1e","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1543.16,"Total duration of no phloematic phase","s_nE","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",289.51,"Total duration of np","s_np","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",52.73,"Total duration of pd","s_pd","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of pd-L","s_pd-L","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",52.73,"Total duration of pd-S","s_pd-S","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",28510.49,"Total probing time","s_Pr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",57.9,"Mean duration of np","a_Np","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",250.73,"Mean duration of C","a_C","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1642.24,"Time to first sustained E2 (longer than 10 minutes) from start of EPG","t_1sE2.rec","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1467.92,"Time to first sustained E2 (longer than 10 minutes) from the first probe","t_1sE2.exp","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",718.12,"Time to first sustained E2 (longer than 10 minutes) from that probe","t_1sE2inPr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1642.24,"Time to first E2 from start of EPG","t_1E2.rec","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",1467.92,"Time to first E2 from the first probe","t_1E2.exp","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",718.12,"Time to first E2 from that probe","t_1E2inPr","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",289.51,"Total duration of np during the first hour","s_Np.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of np during the second hour","s_Np.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of np during the third hour","s_Np.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of np during the fourth hour","s_Np.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of np during the fifth hour","s_Np.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Total duration of np during the sixth hour","s_Np.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",14,"Number of pd-S during the first hour","n_pd-S.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of pd-S during the second hour","n_pd-S.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of pd-S during the third hour","n_pd-S.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of pd-S during the fourth hour","n_pd-S.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of pd-S during the fifth hour","n_pd-S.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of pd-S during the sixth hour","n_pd-S.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",3.77,"Average duration of pd-S during the first hour","s_pd-S.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Average duration of pd-S during the second hour","s_pd-S.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Average duration of pd-S during the third hour","s_pd-S.in3ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Average duration of pd-S during the fourth hour","s_pd-S.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Average duration of pd-S during the fifth hour","s_pd-S.in5thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Average duration of pd-S during the sixth hour","s_pd-S.in6thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of F during the first hour","n_F.in1stH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of F during the second hour","n_F.in2ndH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of F during the third hour","n_F.in3rdH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of F during the fourth hour","n_F.in4thH","ZT0"
"LL_8h_0zt_2023_3_12-ch8_.ANA",0,"Number of F during the fifth hour","n_F.in5thH","ZT0"
